brygada,czas
1,05:01:00
4,05:31:00
5,06:01:00
6,06:17:00
7,06:29:00
8,06:40:00
9,06:51:00
10,07:03:00
11,07:15:00
12,07:28:00
1,07:41:00
2,07:54:00
3,08:09:00
4,08:24:00
5,08:39:00
6,08:53:00
7,09:07:00
8,09:22:00
9,09:37:00
10,09:52:00
11,10:06:00
12,10:21:00
1,10:36:00
2,10:51:00
3,11:06:00
4,11:21:00
5,11:36:00
6,11:51:00
7,12:06:00
8,12:21:00
9,12:36:00
10,12:51:00
11,13:06:00
12,13:21:00
1,13:36:00
2,13:51:00
3,14:06:00
4,14:20:00
5,14:35:00
6,14:49:00
7,15:03:00
8,15:18:00
9,15:33:00
10,15:48:00
11,16:02:00
12,16:17:00
1,16:32:00
2,16:47:00
3,17:02:00
4,17:17:00
5,17:33:00
6,17:49:00
7,18:05:00
8,18:20:00
9,18:37:00
10,18:55:00
11,19:10:00
12,19:27:00
1,19:43:00
2,19:58:00
3,20:19:00
5,20:40:00
7,21:07:00
9,21:36:00
12,22:06:00
2,22:36:00
3,23:06:00
