brygada,czas
33,05:15:00
34,06:17:00
31,07:18:00
32,08:17:00
33,09:16:00
31,10:17:00
34,11:18:00
32,12:17:00
33,13:23:00
31,14:16:00
34,15:16:00
32,16:17:00
33,17:16:00
31,18:17:00
34,19:18:00
32,20:17:00
33,21:17:00
31,22:17:00
34,23:17:00
