brygada,czas
1,05:33:00
02,05:53:00
1,06:08:00
02,06:23:00
1,06:38:00
02,06:53:00
1,07:08:00
02,07:23:00
1,07:38:00
02,07:53:00
1,08:08:00
02,08:23:00
1,08:38:00
02,08:53:00
1,09:23:00
02,09:53:00
1,10:23:00
1,10:53:00
1,11:23:00
1,11:53:00
1,12:23:00
1,12:53:00
1,13:23:00
1,13:53:00
1,14:16:00
02,14:31:00
1,14:46:00
02,15:01:00
1,15:16:00
02,15:31:00
1,15:46:00
02,16:01:00
1,16:16:00
02,16:31:00
1,16:46:00
02,17:01:00
1,17:16:00
02,17:31:00
1,17:46:00
02,18:01:00
1,18:16:00
02,18:31:00
1,18:46:00
02,19:01:00
1,19:16:00
02,19:46:00
1,20:16:00
02,20:46:00
1,21:16:00
1,21:46:00
1,22:16:00
1,22:46:00
1,23:16:00
