brygada,czas
675,04:54:00
2,05:17:00
4,05:33:00
678,05:43:00
6,05:53:00
013,06:03:00
7,06:13:00
8,06:23:00
9,06:33:00
015,06:43:00
10,06:53:00
1,07:02:00
2,07:12:00
3,07:22:00
786,07:32:00
4,07:42:00
679,07:52:00
012,08:02:00
6,08:12:00
013,08:22:00
7,08:33:00
014,08:43:00
8,08:53:00
9,09:09:00
10,09:24:00
1,09:39:00
2,09:54:00
3,10:09:00
4,10:24:00
679,10:39:00
6,10:54:00
7,11:09:00
8,11:24:00
9,11:39:00
10,11:54:00
1,12:09:00
2,12:24:00
3,12:39:00
4,12:54:00
679,13:09:00
6,13:24:00
7,13:39:00
8,13:54:00
9,14:09:00
10,14:22:00
1,14:32:00
2,14:42:00
015,14:52:00
3,15:02:00
011,15:12:00
4,15:22:00
679,15:32:00
012,15:42:00
6,15:52:00
7,16:02:00
013,16:12:00
8,16:22:00
014,16:32:00
9,16:42:00
10,16:52:00
1,17:02:00
2,17:12:00
015,17:22:00
3,17:32:00
011,17:42:00
4,17:52:00
679,18:03:00
012,18:13:00
6,18:23:00
7,18:33:00
013,18:43:00
8,18:55:00
014,19:03:00
9,19:09:00
10,19:24:00
1,19:39:00
2,19:54:00
3,20:09:00
4,20:24:00
6,20:39:00
7,20:54:00
8,21:09:00
9,21:24:00
10,21:39:00
1,21:54:00
2,22:09:00
3,22:24:00
6,22:54:00
9,23:24:00
