brygada,czas
7,05:29:00
1,05:59:00
3,06:31:00
4,06:51:00
5,07:06:00
7,07:23:00
8,07:41:00
9,07:58:00
1,08:14:00
2,08:29:00
3,08:44:00
4,08:59:00
5,09:13:00
6,09:27:00
7,09:41:00
8,09:56:00
9,10:11:00
1,10:26:00
2,10:41:00
3,10:56:00
4,11:11:00
5,11:26:00
6,11:41:00
7,11:56:00
8,12:11:00
9,12:26:00
1,12:41:00
2,12:56:00
3,13:11:00
4,13:26:00
5,13:41:00
6,13:56:00
7,14:11:00
8,14:26:00
9,14:41:00
1,14:56:00
2,15:13:00
3,15:30:00
4,15:44:00
5,15:59:00
010,16:14:00
6,16:29:00
7,16:44:00
8,16:59:00
9,17:14:00
1,17:29:00
2,17:44:00
3,17:59:00
4,18:14:00
5,18:29:00
010,18:44:00
6,18:59:00
7,19:12:00
8,19:24:00
9,19:39:00
2,19:54:00
3,20:09:00
4,20:24:00
5,20:39:00
010,20:54:00
6,21:08:00
7,21:22:00
8,21:36:00
9,21:51:00
2,22:06:00
4,22:22:00
5,22:41:00
7,23:01:00
8,23:29:00
