brygada,czas
2,05:29:00
5,05:41:00
09,05:53:00
6,06:05:00
7,06:15:00
8,06:28:00
1,06:40:00
011,06:49:00
2,06:57:00
3,07:05:00
4,07:13:00
5,07:21:00
09,07:29:00
6,07:37:00
7,07:45:00
010,07:53:00
8,08:01:00
1,08:09:00
011,08:17:00
2,08:25:00
3,08:33:00
4,08:42:00
5,08:54:00
09,08:59:00
6,09:05:00
7,09:17:00
010,09:23:00
8,09:29:00
1,09:41:00
2,09:53:00
3,10:05:00
4,10:17:00
5,10:29:00
6,10:41:00
7,10:53:00
8,11:05:00
1,11:17:00
2,11:29:00
3,11:41:00
4,11:53:00
5,12:05:00
6,12:17:00
7,12:29:00
8,12:41:00
1,12:53:00
2,13:05:00
3,13:17:00
4,13:29:00
5,13:41:00
6,13:53:00
7,14:06:00
8,14:18:00
1,14:30:00
2,14:41:00
09,14:49:00
3,14:57:00
4,15:05:00
5,15:13:00
6,15:21:00
010,15:29:00
7,15:37:00
011,15:45:00
8,15:53:00
1,16:01:00
2,16:09:00
09,16:17:00
3,16:25:00
4,16:33:00
5,16:41:00
6,16:49:00
010,16:57:00
7,17:05:00
011,17:13:00
8,17:21:00
1,17:29:00
2,17:37:00
09,17:45:00
3,17:54:00
4,18:05:00
5,18:11:00
6,18:17:00
010,18:24:00
7,18:29:00
011,18:41:00
1,18:53:00
2,19:05:00
09,19:17:00
3,19:29:00
4,19:41:00
6,19:53:00
7,20:05:00
011,20:17:00
1,20:29:00
2,20:41:00
09,20:53:00
