brygada,czas
02,05:35:00
04,05:55:00
01,06:16:00
02,06:32:00
04,06:57:00
01,07:12:00
02,07:29:00
03,07:44:00
04,07:59:00
01,08:14:00
02,08:29:00
03,08:44:00
04,08:59:00
01,09:19:00
03,09:39:00
04,09:59:00
01,14:35:00
02,14:55:00
03,15:09:00
04,15:24:00
01,15:39:00
02,15:54:00
03,16:09:00
04,16:24:00
01,16:39:00
02,16:54:00
03,17:09:00
04,17:24:00
01,17:39:00
02,17:54:00
03,18:09:00
04,18:24:00
01,18:39:00
02,18:54:00
