brygada,czas
1,04:45:00
2,05:15:00
3,05:32:00
460,05:42:00
5,05:52:00
461,06:02:00
08,06:13:00
09,06:23:00
2,06:33:00
1,06:44:00
460,06:55:00
6,07:05:00
3,07:16:00
461,07:26:00
08,07:37:00
5,07:47:00
2,07:57:00
09,08:07:00
460,08:17:00
1,08:27:00
3,08:37:00
6,08:47:00
08,08:57:00
5,09:07:00
461,09:16:00
09,09:27:00
2,09:41:00
1,09:56:00
460,10:11:00
6,10:26:00
3,10:41:00
461,10:56:00
5,11:11:00
1,11:26:00
2,11:41:00
6,11:56:00
460,12:11:00
461,12:26:00
3,12:41:00
1,12:56:00
5,13:11:00
6,13:26:00
2,13:41:00
461,13:56:00
460,14:11:00
1,14:26:00
3,14:41:00
6,14:55:00
5,15:09:00
461,15:20:00
460,15:31:00
2,15:41:00
1,15:51:00
3,16:01:00
08,16:11:00
6,16:21:00
5,16:31:00
09,16:41:00
460,16:51:00
2,17:01:00
461,17:11:00
011,17:16:00
3,17:21:00
08,17:31:00
1,17:41:00
5,17:51:00
09,18:01:00
6,18:11:00
2,18:21:00
461,18:31:00
460,18:41:00
3,18:51:00
08,19:01:00
011,19:11:00
5,19:19:00
09,19:28:00
1,19:38:00
2,19:48:00
461,19:58:00
6,20:11:00
3,20:25:00
460,20:40:00
5,20:55:00
011,21:09:00
461,21:24:00
2,21:40:00
3,22:00:00
460,22:20:00
461,22:45:00
2,23:15:00
