brygada,czas
09,07:04:00
01,07:14:00
02,07:27:00
03,07:37:00
04,07:47:00
05,07:57:00
06,08:07:00
07,08:17:00
08,08:27:00
09,08:37:00
01,08:47:00
05,14:47:00
01,15:07:00
02,15:25:00
03,15:45:00
06,16:05:00
05,16:25:00
01,16:45:00
02,17:05:00
03,17:25:00
06,17:45:00
05,18:05:00
01,18:25:00
