brygada,czas
4,04:24:00
5,04:54:00
7,05:18:00
1,05:43:00
2,05:53:00
3,06:06:00
010,06:19:00
4,06:30:00
5,06:41:00
011,06:51:00
6,07:01:00
7,07:12:00
8,07:22:00
9,07:32:00
1,07:44:00
2,07:56:00
3,08:08:00
010,08:20:00
4,08:32:00
5,08:44:00
011,08:56:00
6,09:08:00
7,09:23:00
8,09:38:00
9,09:53:00
1,10:08:00
2,10:19:00
3,10:34:00
4,10:49:00
5,11:04:00
6,11:19:00
7,11:34:00
8,11:49:00
9,12:04:00
1,12:19:00
2,12:34:00
3,12:49:00
4,13:04:00
5,13:19:00
6,13:34:00
7,13:49:00
8,14:04:00
9,14:19:00
1,14:34:00
2,14:49:00
3,15:04:00
010,15:19:00
4,15:34:00
5,15:49:00
6,16:04:00
7,16:19:00
8,16:34:00
9,16:49:00
1,17:04:00
2,17:19:00
3,17:34:00
010,17:49:00
4,18:04:00
5,18:19:00
6,18:34:00
7,18:49:00
8,19:04:00
9,19:17:00
1,19:32:00
2,19:47:00
3,20:02:00
4,20:17:00
5,20:32:00
6,20:47:00
7,21:04:00
8,21:23:00
9,21:43:00
3,22:00:00
5,22:24:00
6,22:54:00
9,23:24:00
3,23:54:00
