brygada,czas
3,04:44:00
1,05:14:00
3,05:40:00
1,05:57:00
2,06:12:00
3,06:27:00
4,06:42:00
1,06:57:00
2,07:12:00
3,07:27:00
4,07:42:00
1,07:57:00
2,08:12:00
3,08:27:00
4,08:42:00
1,08:57:00
2,09:12:00
3,09:27:00
4,09:42:00
1,09:57:00
2,10:12:00
3,10:27:00
4,10:42:00
1,10:57:00
2,11:12:00
3,11:27:00
4,11:42:00
1,11:57:00
2,12:12:00
3,12:27:00
4,12:42:00
1,12:57:00
2,13:12:00
3,13:27:00
4,13:42:00
1,13:57:00
2,14:12:00
3,14:27:00
4,14:42:00
1,14:57:00
05,15:11:00
2,15:26:00
3,15:41:00
4,15:56:00
1,16:11:00
05,16:26:00
2,16:41:00
3,16:56:00
4,17:11:00
1,17:26:00
05,17:41:00
2,17:56:00
3,18:10:00
4,18:25:00
1,18:40:00
2,18:57:00
3,19:12:00
4,19:27:00
1,19:42:00
2,19:57:00
3,20:12:00
4,20:27:00
1,20:42:00
2,20:57:00
3,21:12:00
1,21:27:00
2,21:44:00
3,22:14:00
2,22:44:00
