brygada,czas
5,05:17:00
1,05:32:00
07,05:47:00
3,06:02:00
4,06:18:00
5,06:30:00
09,06:42:00
1,06:54:00
07,07:06:00
371,07:19:00
3,07:30:00
4,07:40:00
5,07:50:00
09,08:00:00
6,08:10:00
1,08:21:00
08,08:30:00
371,08:42:00
3,08:54:00
4,09:06:00
5,09:19:00
6,09:33:00
1,09:49:00
371,10:03:00
3,10:18:00
4,10:33:00
5,10:48:00
6,11:03:00
1,11:18:00
371,11:33:00
3,11:48:00
4,12:03:00
5,12:18:00
6,12:33:00
1,12:48:00
371,13:03:00
3,13:18:00
4,13:33:00
5,13:48:00
6,14:03:00
1,14:18:00
371,14:31:00
07,14:44:00
3,14:56:00
4,15:08:00
5,15:20:00
6,15:32:00
1,15:42:00
371,15:52:00
07,16:02:00
3,16:12:00
08,16:22:00
4,16:32:00
5,16:42:00
09,16:52:00
6,17:02:00
1,17:12:00
371,17:22:00
07,17:32:00
3,17:42:00
08,17:52:00
4,18:02:00
5,18:12:00
09,18:22:00
6,18:32:00
1,18:42:00
371,18:54:00
07,19:06:00
3,19:18:00
4,19:33:00
5,19:48:00
6,20:03:00
371,20:18:00
07,20:33:00
3,20:48:00
4,21:03:00
6,21:17:00
371,21:32:00
258,21:52:00
3,22:10:00
6,22:32:00
371,22:52:00
258,23:17:00
6,23:47:00
