brygada,czas
2,05:03:00
4,05:28:00
6,05:43:00
7,05:56:00
8,06:11:00
9,06:26:00
1,06:41:00
2,06:56:00
3,07:11:00
4,07:24:00
5,07:38:00
6,07:53:00
7,08:08:00
8,08:23:00
9,08:38:00
1,08:53:00
2,09:09:00
3,09:24:00
4,09:39:00
5,09:54:00
6,10:09:00
7,10:24:00
8,10:39:00
9,10:54:00
1,11:09:00
2,11:24:00
3,11:39:00
4,11:54:00
5,12:09:00
6,12:24:00
7,12:39:00
8,12:54:00
9,13:09:00
1,13:24:00
2,13:39:00
3,13:54:00
4,14:09:00
5,14:24:00
6,14:39:00
7,14:53:00
8,15:08:00
9,15:23:00
1,15:38:00
2,15:52:00
3,16:07:00
4,16:22:00
5,16:37:00
6,16:52:00
7,17:07:00
8,17:22:00
9,17:37:00
1,17:52:00
2,18:07:00
3,18:22:00
4,18:37:00
5,18:53:00
6,19:09:00
7,19:24:00
8,19:39:00
9,19:55:00
1,20:10:00
2,20:25:00
3,20:40:00
5,20:57:00
6,21:12:00
7,21:27:00
8,21:42:00
1,22:03:00
3,22:33:00
7,23:03:00
