brygada,czas
1,05:12:00
4,05:42:00
5,06:14:00
6,06:30:00
7,06:42:00
8,06:53:00
9,07:04:00
10,07:16:00
11,07:28:00
12,07:43:00
1,07:56:00
2,08:09:00
3,08:24:00
4,08:39:00
5,08:54:00
6,09:08:00
7,09:22:00
8,09:37:00
9,09:52:00
10,10:07:00
11,10:21:00
12,10:36:00
1,10:51:00
2,11:06:00
3,11:21:00
4,11:36:00
5,11:51:00
6,12:06:00
7,12:21:00
8,12:36:00
9,12:51:00
10,13:06:00
11,13:21:00
12,13:36:00
1,13:51:00
2,14:06:00
3,14:21:00
4,14:35:00
5,14:50:00
6,15:04:00
7,15:19:00
8,15:34:00
9,15:49:00
10,16:04:00
11,16:19:00
12,16:34:00
1,16:49:00
2,17:04:00
3,17:19:00
4,17:34:00
5,17:50:00
6,18:06:00
7,18:21:00
8,18:36:00
9,18:53:00
10,19:09:00
11,19:23:00
12,19:40:00
1,19:56:00
2,20:11:00
3,20:32:00
5,20:53:00
7,21:18:00
9,21:47:00
12,22:17:00
2,22:47:00
3,23:17:00
