brygada,czas
3,04:28:00
5,04:58:00
2,05:28:00
4,05:58:00
5,06:13:00
6,06:23:00
2,06:43:00
431,06:53:00
3,07:03:00
4,07:13:00
5,07:28:00
6,07:43:00
1,07:58:00
3,08:28:00
4,08:43:00
5,08:58:00
1,09:28:00
2,09:43:00
3,09:58:00
4,10:13:00
5,10:28:00
6,10:43:00
1,10:58:00
3,11:28:00
4,11:43:00
5,11:58:00
6,12:13:00
1,12:28:00
2,12:43:00
3,12:58:00
5,13:28:00
6,13:43:00
1,13:58:00
2,14:13:00
3,14:28:00
4,14:43:00
5,14:58:00
1,15:28:00
2,15:43:00
3,16:02:00
4,16:13:00
5,16:28:00
6,16:43:00
1,17:02:00
3,17:28:00
4,17:43:00
5,18:02:00
6,18:13:00
1,18:28:00
2,18:43:00
3,18:58:00
5,19:28:00
6,19:43:00
1,19:58:00
2,20:13:00
3,20:32:00
4,20:43:00
5,20:58:00
1,21:28:00
2,21:44:00
3,22:14:00
6,22:44:00
2,23:14:00
6,23:44:00
472,24:48:00
