brygada,czas
5,05:03:00
1,05:23:00
2,05:40:00
4,05:55:00
5,06:10:00
1,06:25:00
06,06:35:00
2,06:45:00
3,06:55:00
4,07:05:00
07,07:15:00
5,07:25:00
1,07:35:00
06,07:45:00
2,07:55:00
3,08:05:00
4,08:15:00
07,08:25:00
5,08:35:00
1,08:45:00
06,08:55:00
2,09:05:00
3,09:20:00
4,09:35:00
5,09:50:00
1,10:05:00
2,10:20:00
3,10:35:00
4,10:50:00
5,11:05:00
1,11:20:00
2,11:35:00
3,11:50:00
4,12:05:00
5,12:20:00
1,12:35:00
2,12:50:00
3,13:05:00
4,13:20:00
5,13:35:00
1,13:50:00
2,14:05:00
3,14:20:00
4,14:35:00
5,14:50:00
1,15:05:00
2,15:18:00
06,15:28:00
3,15:38:00
4,15:48:00
07,15:58:00
5,16:08:00
1,16:19:00
2,16:29:00
06,16:39:00
3,16:49:00
4,16:59:00
07,17:09:00
5,17:19:00
1,17:29:00
2,17:39:00
06,17:49:00
3,17:59:00
4,18:09:00
07,18:19:00
5,18:29:00
1,18:39:00
2,18:50:00
3,19:05:00
4,19:20:00
5,19:35:00
1,19:50:00
2,20:05:00
3,20:20:00
4,20:35:00
5,20:50:00
1,21:05:00
4,21:23:00
5,21:43:00
1,22:03:00
5,22:23:00
1,22:43:00
5,23:03:00
1,23:23:00
5,23:43:00
1,24:13:00
