brygada,czas
4,05:04:00
012,05:19:00
8,05:32:00
9,05:45:00
10,05:55:00
11,06:04:00
51,06:14:00
3,06:24:00
4,06:34:00
5,06:42:00
012,06:50:00
61,06:57:00
6,07:05:00
7,07:13:00
8,07:23:00
9,07:33:00
10,07:43:00
11,07:53:00
51,08:03:00
2,08:13:00
3,08:23:00
4,08:33:00
5,08:43:00
6,08:54:00
7,09:04:00
8,09:14:00
9,09:24:00
10,09:34:00
11,09:44:00
51,09:54:00
2,10:04:00
3,10:14:00
4,10:24:00
5,10:34:00
6,10:44:00
7,10:54:00
8,11:04:00
9,11:14:00
10,11:24:00
11,11:34:00
51,11:44:00
2,11:54:00
3,12:04:00
4,12:14:00
5,12:24:00
6,12:34:00
7,12:44:00
8,12:54:00
9,13:04:00
10,13:14:00
11,13:24:00
51,13:34:00
2,13:44:00
3,13:54:00
4,14:04:00
5,14:14:00
6,14:24:00
7,14:34:00
8,14:44:00
9,14:54:00
10,15:04:00
012,15:14:00
11,15:24:00
51,15:34:00
2,15:44:00
3,15:54:00
4,16:04:00
5,16:14:00
6,16:24:00
7,16:34:00
8,16:44:00
9,16:54:00
10,17:04:00
012,17:14:00
11,17:24:00
51,17:34:00
2,17:44:00
3,17:54:00
4,18:04:00
5,18:14:00
6,18:24:00
7,18:34:00
8,18:44:00
9,18:54:00
10,19:04:00
012,19:14:00
11,19:24:00
51,19:34:00
2,19:44:00
3,19:54:00
4,20:04:00
5,20:14:00
6,20:24:00
7,20:36:00
9,20:50:00
10,21:04:00
11,21:19:00
2,21:34:00
4,21:49:00
5,22:04:00
7,22:19:00
9,22:34:00
10,22:49:00
2,23:04:00
4,23:19:00
5,23:34:00
