brygada,czas
08,04:33:00
09,05:03:00
06,05:32:00
2,05:47:00
07,06:02:00
3,06:17:00
4,06:32:00
08,06:47:00
5,07:02:00
09,07:19:00
1,07:35:00
06,07:50:00
2,08:05:00
07,08:20:00
3,08:35:00
4,09:05:00
5,09:34:00
1,10:04:00
2,10:34:00
3,11:04:00
4,11:34:00
5,12:04:00
1,12:34:00
2,13:04:00
3,13:34:00
4,14:04:00
010,14:21:00
5,14:32:00
09,14:48:00
1,15:03:00
2,15:18:00
08,15:36:00
3,15:52:00
07,16:07:00
4,16:22:00
010,16:37:00
5,16:52:00
09,17:07:00
1,17:22:00
06,17:37:00
2,17:52:00
08,18:07:00
3,18:22:00
07,18:36:00
4,18:51:00
010,19:06:00
5,19:19:00
09,19:33:00
1,19:53:00
2,20:13:00
08,20:33:00
3,21:03:00
4,21:32:00
5,22:02:00
1,22:32:00
3,23:02:00
4,23:32:00
5,24:02:00
