brygada,czas
014,05:03:00
3,05:18:00
2,05:33:00
012,05:48:00
7,05:57:00
8,06:07:00
013,06:17:00
9,06:27:00
1,06:38:00
6,06:48:00
014,06:58:00
3,07:08:00
011,07:18:00
2,07:28:00
5,07:38:00
012,07:48:00
4,07:58:00
7,08:08:00
013,08:18:00
015,08:28:00
9,08:38:00
6,08:48:00
8,08:58:00
10,09:08:00
011,09:18:00
1,09:33:00
2,09:48:00
3,10:03:00
4,10:18:00
5,10:33:00
6,10:48:00
7,11:03:00
8,11:18:00
9,11:33:00
2,11:48:00
10,12:03:00
4,12:18:00
1,12:33:00
6,12:48:00
3,13:03:00
8,13:18:00
5,13:33:00
2,13:48:00
7,14:03:00
4,14:18:00
9,14:28:00
012,14:38:00
6,14:48:00
013,14:58:00
10,15:08:00
014,15:18:00
8,15:28:00
1,15:38:00
016,15:48:00
2,15:58:00
3,16:08:00
4,16:18:00
9,16:28:00
5,16:38:00
6,16:48:00
013,16:58:00
7,17:08:00
014,17:18:00
8,17:28:00
012,17:38:00
016,17:48:00
2,17:58:00
10,18:08:00
4,18:18:00
9,18:33:00
1,18:48:00
6,19:03:00
3,19:18:00
8,19:32:00
5,19:47:00
016,20:02:00
7,20:17:00
2,20:32:00
1,20:47:00
10,21:02:00
3,21:17:00
9,21:32:00
5,21:47:00
6,22:03:00
7,22:23:00
1,22:53:00
016,23:23:00
