brygada,czas
63,05:22:00
069,05:51:00
65,06:12:00
068,06:34:00
66,06:54:00
64,07:14:00
61,07:34:00
62,07:54:00
067,08:14:00
63,08:34:00
069,08:54:00
65,09:24:00
66,09:54:00
64,10:24:00
65,10:54:00
66,11:24:00
64,11:54:00
65,12:24:00
66,12:54:00
64,13:24:00
65,13:54:00
66,14:24:00
64,14:44:00
068,15:04:00
65,15:24:00
66,15:44:00
069,16:04:00
64,16:24:00
068,16:44:00
65,17:04:00
66,17:24:00
069,17:44:00
64,18:04:00
068,18:26:00
65,18:56:00
66,19:26:00
64,19:53:00
65,20:23:00
66,20:53:00
64,21:22:00
65,21:52:00
66,22:22:00
64,22:52:00
65,23:22:00
