brygada,czas
08,04:50:00
6,05:21:00
7,05:36:00
011,05:51:00
3,06:07:00
08,06:24:00
4,06:35:00
5,06:45:00
6,06:55:00
09,07:05:00
010,07:16:00
7,07:27:00
011,07:37:00
1,07:47:00
2,07:57:00
3,08:07:00
08,08:17:00
4,08:27:00
5,08:37:00
6,08:47:00
09,08:57:00
010,09:07:00
7,09:16:00
011,09:25:00
1,09:35:00
2,09:45:00
3,09:55:00
4,10:10:00
5,10:25:00
6,10:40:00
7,10:55:00
1,11:10:00
2,11:25:00
3,11:40:00
4,11:55:00
5,12:10:00
6,12:25:00
7,12:40:00
1,12:55:00
2,13:10:00
3,13:25:00
4,13:40:00
5,13:55:00
6,14:10:00
08,14:23:00
7,14:35:00
1,14:45:00
2,14:55:00
010,15:05:00
3,15:16:00
4,15:27:00
5,15:37:00
09,15:47:00
6,15:57:00
08,16:07:00
7,16:17:00
1,16:27:00
2,16:37:00
010,16:47:00
3,16:57:00
4,17:07:00
5,17:17:00
09,17:27:00
6,17:37:00
08,17:47:00
7,17:57:00
1,18:07:00
2,18:17:00
010,18:28:00
3,18:40:00
4,18:52:00
5,19:04:00
09,19:15:00
6,19:26:00
7,19:40:00
1,19:55:00
2,20:10:00
010,20:25:00
3,20:40:00
4,20:55:00
5,21:09:00
6,21:22:00
7,21:36:00
1,21:51:00
2,22:06:00
010,22:21:00
3,22:36:00
5,22:51:00
7,23:20:00
