brygada,czas
4,05:25:00
5,05:40:00
6,05:55:00
7,06:10:00
8,06:26:00
9,06:40:00
10,06:54:00
12,07:06:00
1,07:20:00
013,07:32:00
2,07:44:00
3,08:00:00
014,08:13:00
4,08:23:00
5,08:35:00
6,08:47:00
015,08:59:00
7,09:10:00
8,09:21:00
016,09:30:00
9,09:42:00
10,09:54:00
601,10:07:00
12,10:22:00
1,10:37:00
2,10:52:00
3,11:07:00
4,11:22:00
5,11:37:00
6,11:52:00
7,12:07:00
8,12:22:00
9,12:37:00
10,12:52:00
601,13:07:00
12,13:22:00
1,13:37:00
2,13:52:00
3,14:07:00
4,14:23:00
5,14:38:00
6,14:53:00
7,15:09:00
8,15:23:00
017,15:38:00
9,15:50:00
10,16:02:00
601,16:14:00
12,16:26:00
014,16:38:00
1,16:50:00
2,17:02:00
013,17:14:00
3,17:26:00
4,17:38:00
5,17:50:00
016,18:02:00
6,18:14:00
7,18:26:00
8,18:38:00
017,18:50:00
9,19:03:00
10,19:15:00
601,19:27:00
12,19:39:00
1,19:52:00
2,20:07:00
013,20:22:00
3,20:37:00
5,20:52:00
016,21:07:00
7,21:21:00
8,21:35:00
9,21:50:00
601,22:05:00
12,22:20:00
1,22:35:00
2,22:55:00
3,23:25:00
016,23:55:00
