brygada,czas
1,04:46:00
3,05:16:00
5,05:46:00
7,06:18:00
9,06:35:00
1,06:50:00
2,07:05:00
3,07:20:00
4,07:37:00
5,07:52:00
6,08:07:00
7,08:22:00
8,08:37:00
9,08:52:00
1,09:07:00
2,09:22:00
3,09:37:00
4,09:52:00
5,10:07:00
6,10:22:00
7,10:37:00
8,10:52:00
9,11:07:00
1,11:22:00
2,11:37:00
3,11:52:00
4,12:07:00
5,12:22:00
6,12:37:00
7,12:52:00
8,13:07:00
9,13:22:00
1,13:37:00
2,13:52:00
3,14:07:00
4,14:22:00
5,14:37:00
6,14:52:00
7,15:07:00
8,15:22:00
9,15:37:00
1,15:52:00
2,16:07:00
3,16:22:00
4,16:37:00
5,16:52:00
010,17:07:00
6,17:22:00
7,17:37:00
8,17:52:00
9,18:07:00
1,18:22:00
2,18:37:00
3,18:52:00
4,19:06:00
5,19:21:00
010,19:36:00
6,19:51:00
7,20:06:00
8,20:21:00
9,20:36:00
2,20:51:00
4,21:05:00
5,21:21:00
010,21:41:00
7,22:01:00
8,22:21:00
2,22:46:00
4,23:16:00
7,23:46:00
