brygada,czas
5,04:47:00
07,05:10:00
3,05:30:00
4,05:45:00
5,06:00:00
1,06:16:00
07,06:32:00
371,06:47:00
3,06:57:00
4,07:07:00
5,07:18:00
09,07:28:00
6,07:36:00
1,07:44:00
07,07:52:00
08,08:00:00
371,08:10:00
3,08:20:00
4,08:30:00
5,08:40:00
09,08:50:00
6,09:00:00
1,09:10:00
08,09:20:00
371,09:33:00
3,09:48:00
4,10:03:00
5,10:18:00
6,10:33:00
1,10:48:00
371,11:03:00
3,11:18:00
4,11:33:00
5,11:48:00
6,12:03:00
1,12:18:00
371,12:33:00
3,12:48:00
4,13:03:00
5,13:18:00
6,13:33:00
1,13:48:00
371,14:03:00
3,14:18:00
4,14:33:00
5,14:48:00
6,14:58:00
1,15:08:00
371,15:19:00
07,15:29:00
3,15:39:00
08,15:49:00
4,15:59:00
5,16:09:00
09,16:19:00
6,16:29:00
1,16:39:00
371,16:49:00
07,16:59:00
3,17:09:00
08,17:19:00
4,17:29:00
5,17:39:00
09,17:49:00
6,17:59:00
1,18:09:00
371,18:21:00
07,18:34:00
3,18:49:00
4,19:04:00
5,19:17:00
6,19:32:00
371,19:47:00
07,20:02:00
3,20:17:00
4,20:32:00
6,20:47:00
371,21:01:00
258,21:16:00
3,21:30:00
4,21:45:00
6,22:00:00
371,22:20:00
258,22:40:00
6,23:10:00
