brygada,czas
2,04:28:00
3,04:48:00
2,05:08:00
3,05:28:00
2,05:48:00
3,06:04:00
04,06:15:00
2,06:25:00
3,06:35:00
1,06:45:00
04,06:56:00
2,07:06:00
3,07:16:00
1,07:26:00
04,07:36:00
2,07:46:00
3,07:56:00
1,08:06:00
04,08:16:00
2,08:26:00
3,08:36:00
1,08:46:00
04,08:56:00
2,09:05:00
3,09:15:00
1,09:25:00
2,09:40:00
3,09:55:00
1,10:10:00
2,10:25:00
3,10:40:00
1,10:55:00
2,11:10:00
3,11:25:00
1,11:40:00
2,11:55:00
3,12:10:00
1,12:25:00
2,12:40:00
3,12:55:00
1,13:10:00
2,13:25:00
3,13:40:00
1,13:55:00
2,14:08:00
3,14:18:00
04,14:28:00
1,14:38:00
2,14:48:00
3,14:58:00
04,15:08:00
1,15:18:00
2,15:28:00
3,15:38:00
04,15:48:00
1,15:58:00
2,16:08:00
3,16:18:00
04,16:28:00
1,16:38:00
2,16:48:00
3,16:58:00
04,17:08:00
1,17:18:00
2,17:28:00
3,17:38:00
1,17:55:00
2,18:10:00
3,18:25:00
1,18:40:00
2,18:55:00
3,19:10:00
1,19:25:00
2,19:40:00
3,19:55:00
1,20:08:00
3,20:28:00
1,20:48:00
3,21:08:00
1,21:28:00
3,21:48:00
1,22:08:00
3,22:28:00
1,22:48:00
3,23:08:00
1,23:28:00
