brygada,czas
494,05:04:00
495,05:34:00
2,06:01:00
3,06:18:00
5,06:33:00
6,06:47:00
010,06:59:00
7,07:09:00
8,07:20:00
1,07:30:00
09,07:40:00
2,07:50:00
3,08:02:00
493,08:13:00
5,08:26:00
6,08:38:00
010,08:51:00
7,09:03:00
8,09:15:00
1,09:27:00
09,09:39:00
2,09:51:00
3,10:03:00
493,10:18:00
5,10:33:00
6,10:48:00
7,11:03:00
8,11:18:00
1,11:33:00
2,11:48:00
3,12:03:00
493,12:18:00
5,12:33:00
6,12:48:00
7,13:03:00
8,13:18:00
1,13:33:00
2,13:48:00
3,14:03:00
493,14:18:00
5,14:33:00
6,14:47:00
7,14:59:00
8,15:11:00
1,15:23:00
2,15:35:00
09,15:47:00
3,15:59:00
493,16:11:00
010,16:23:00
5,16:35:00
6,16:47:00
7,16:59:00
8,17:11:00
1,17:23:00
2,17:35:00
09,17:47:00
3,17:59:00
493,18:11:00
010,18:23:00
5,18:36:00
6,18:49:00
7,19:03:00
8,19:18:00
1,19:33:00
2,19:48:00
3,20:03:00
493,20:18:00
5,20:33:00
6,20:47:00
7,21:01:00
8,21:16:00
1,21:31:00
2,21:46:00
3,22:01:00
493,22:16:00
6,22:34:00
8,23:04:00
2,23:34:00
