brygada,czas
10,05:20:00
1,05:40:00
3,06:06:00
4,06:16:00
5,06:28:00
015,06:41:00
8,06:54:00
9,07:06:00
016,07:14:00
10,07:22:00
11,07:30:00
12,07:38:00
1,07:46:00
2,07:54:00
013,08:02:00
3,08:10:00
4,08:18:00
014,08:26:00
5,08:34:00
6,08:42:00
015,08:51:00
7,08:58:00
8,09:06:00
9,09:17:00
10,09:29:00
11,09:41:00
12,09:53:00
1,10:05:00
2,10:17:00
3,10:29:00
4,10:41:00
5,10:53:00
6,11:05:00
7,11:17:00
8,11:29:00
9,11:41:00
10,11:53:00
11,12:05:00
12,12:17:00
1,12:29:00
2,12:41:00
3,12:53:00
4,13:05:00
5,13:17:00
6,13:29:00
7,13:41:00
8,13:53:00
9,14:05:00
10,14:18:00
016,14:25:00
11,14:30:00
12,14:42:00
1,14:50:00
2,14:58:00
3,15:06:00
013,15:14:00
4,15:22:00
5,15:30:00
014,15:38:00
6,15:46:00
7,15:54:00
8,16:02:00
015,16:10:00
9,16:18:00
10,16:26:00
016,16:34:00
11,16:42:00
12,16:50:00
1,16:58:00
2,17:06:00
3,17:14:00
013,17:22:00
4,17:30:00
5,17:38:00
014,17:46:00
6,17:54:00
7,18:02:00
8,18:09:00
015,18:17:00
9,18:29:00
016,18:41:00
11,18:53:00
12,19:05:00
1,19:17:00
3,19:29:00
013,19:41:00
4,19:53:00
014,20:05:00
6,20:16:00
015,20:28:00
9,20:40:00
11,20:55:00
