brygada,czas
3,05:01:00
014,05:08:00
5,05:21:00
7,05:39:00
015,05:52:00
9,06:03:00
016,06:17:00
11,06:27:00
12,06:35:00
1,06:43:00
2,06:51:00
013,06:59:00
3,07:07:00
4,07:15:00
014,07:23:00
5,07:31:00
6,07:39:00
7,07:47:00
8,07:55:00
015,08:03:00
9,08:11:00
10,08:19:00
016,08:27:00
11,08:35:00
12,08:43:00
1,08:51:00
2,09:03:00
3,09:15:00
4,09:27:00
5,09:39:00
6,09:51:00
7,10:03:00
8,10:15:00
9,10:27:00
10,10:39:00
11,10:51:00
12,11:03:00
1,11:15:00
2,11:27:00
3,11:39:00
4,11:51:00
5,12:03:00
6,12:15:00
7,12:27:00
8,12:39:00
9,12:51:00
10,13:03:00
11,13:15:00
12,13:27:00
1,13:39:00
2,13:51:00
3,14:03:00
013,14:10:00
4,14:15:00
5,14:27:00
6,14:35:00
7,14:43:00
014,14:51:00
8,14:59:00
9,15:07:00
015,15:15:00
10,15:23:00
11,15:31:00
016,15:39:00
12,15:47:00
1,15:55:00
2,16:03:00
3,16:11:00
013,16:19:00
4,16:27:00
5,16:35:00
6,16:43:00
7,16:51:00
014,16:59:00
8,17:07:00
9,17:15:00
015,17:23:00
10,17:31:00
11,17:39:00
016,17:47:00
12,17:55:00
1,18:03:00
2,18:15:00
3,18:21:00
013,18:27:00
4,18:39:00
5,18:45:00
6,18:51:00
7,19:03:00
014,19:15:00
8,19:27:00
015,19:39:00
10,19:51:00
016,20:04:00
12,20:12:00
1,20:21:00
2,20:41:00
4,21:01:00
7,21:21:00
014,21:41:00
015,22:01:00
016,22:22:00
1,22:42:00
2,23:02:00
4,23:12:00
7,23:23:00
