brygada,czas
023,05:04:00
024,05:15:00
9,05:25:00
10,05:35:00
15,05:45:00
1,05:55:00
2,06:05:00
018,06:11:00
019,06:17:00
4,06:22:00
020,06:27:00
5,06:32:00
021,06:37:00
6,06:40:00
024,06:43:00
7,06:46:00
026,06:48:00
8,06:54:00
022,06:59:00
9,07:05:00
023,07:11:00
10,07:16:00
11,07:23:00
016,07:28:00
12,07:33:00
017,07:38:00
13,07:43:00
018,07:49:00
14,07:54:00
019,07:59:00
15,08:04:00
020,08:09:00
025,08:14:00
1,08:24:00
2,08:34:00
3,08:43:00
4,08:53:00
5,09:03:00
6,09:11:00
7,09:19:00
8,09:29:00
9,09:39:00
10,09:49:00
11,09:59:00
12,10:09:00
13,10:19:00
14,10:29:00
15,10:39:00
1,10:49:00
2,10:59:00
3,11:09:00
4,11:19:00
5,11:29:00
6,11:39:00
7,11:49:00
8,11:59:00
9,12:09:00
10,12:19:00
11,12:29:00
12,12:39:00
13,12:49:00
14,12:59:00
15,13:09:00
1,13:19:00
2,13:29:00
3,13:39:00
4,13:49:00
5,13:57:00
6,14:05:00
7,14:13:00
8,14:21:00
023,14:29:00
9,14:37:00
10,14:45:00
11,14:53:00
12,15:01:00
024,15:11:00
13,15:21:00
14,15:29:00
15,15:37:00
020,15:45:00
1,15:53:00
2,16:01:00
3,16:09:00
021,16:17:00
4,16:25:00
5,16:33:00
6,16:41:00
7,16:49:00
8,16:57:00
023,17:05:00
9,17:13:00
10,17:21:00
11,17:29:00
12,17:37:00
024,17:45:00
13,17:53:00
14,18:01:00
15,18:09:00
020,18:17:00
1,18:26:00
2,18:36:00
3,18:46:00
021,18:56:00
4,19:05:00
5,19:13:00
6,19:22:00
7,19:32:00
8,19:42:00
9,19:52:00
10,20:02:00
11,20:12:00
12,20:22:00
13,20:32:00
14,20:42:00
15,20:52:00
1,21:02:00
2,21:11:00
3,21:18:00
4,21:27:00
5,21:37:00
6,21:47:00
7,21:57:00
8,22:07:00
10,22:19:00
12,22:34:00
14,22:49:00
247,23:04:00
3,23:24:00
