brygada,czas
3,04:49:00
5,05:19:00
6,05:44:00
08,05:59:00
2,06:15:00
3,06:30:00
4,06:42:00
09,06:54:00
010,07:06:00
5,07:19:00
6,07:30:00
08,07:41:00
7,07:53:00
1,08:03:00
2,08:15:00
3,08:28:00
4,08:40:00
09,08:50:00
010,09:02:00
5,09:14:00
6,09:29:00
7,09:46:00
1,10:01:00
2,10:16:00
3,10:31:00
4,10:46:00
5,11:01:00
6,11:16:00
7,11:32:00
1,11:46:00
2,12:01:00
3,12:16:00
4,12:31:00
5,12:46:00
6,13:01:00
7,13:16:00
1,13:31:00
2,13:46:00
3,14:01:00
4,14:17:00
5,14:32:00
6,14:47:00
010,15:00:00
08,15:13:00
7,15:25:00
1,15:38:00
2,15:50:00
3,16:02:00
4,16:15:00
09,16:27:00
5,16:39:00
6,16:51:00
010,17:03:00
08,17:15:00
7,17:27:00
1,17:39:00
2,17:51:00
3,18:03:00
4,18:15:00
09,18:27:00
5,18:41:00
6,18:58:00
010,19:12:00
7,19:28:00
1,19:43:00
2,19:58:00
3,20:13:00
4,20:27:00
5,20:42:00
6,20:57:00
7,21:12:00
1,21:26:00
2,21:40:00
3,21:55:00
4,22:09:00
5,22:29:00
6,22:49:00
2,23:19:00
4,23:49:00
