brygada,czas
7,04:54:00
8,05:13:00
10,05:33:00
2,05:51:00
3,06:08:00
012,06:20:00
5,06:32:00
013,06:45:00
6,06:56:00
7,07:04:00
8,07:12:00
9,07:20:00
014,07:28:00
10,07:36:00
11,07:44:00
1,07:52:00
2,08:00:00
3,08:08:00
012,08:16:00
4,08:24:00
5,08:32:00
013,08:40:00
6,08:48:00
7,08:57:00
8,09:09:00
9,09:21:00
014,09:28:00
10,09:33:00
11,09:45:00
1,09:57:00
2,10:09:00
3,10:21:00
4,10:33:00
5,10:45:00
6,10:57:00
7,11:09:00
8,11:21:00
9,11:33:00
10,11:45:00
11,11:57:00
1,12:09:00
2,12:21:00
3,12:33:00
4,12:45:00
5,12:57:00
6,13:09:00
7,13:21:00
8,13:33:00
9,13:45:00
10,13:57:00
11,14:09:00
1,14:21:00
2,14:33:00
3,14:45:00
4,14:56:00
5,15:04:00
6,15:12:00
013,15:20:00
7,15:28:00
8,15:36:00
9,15:44:00
10,15:52:00
014,16:00:00
11,16:08:00
015,16:16:00
1,16:24:00
2,16:32:00
016,16:40:00
3,16:48:00
4,16:56:00
5,17:04:00
6,17:12:00
013,17:20:00
7,17:28:00
8,17:36:00
9,17:44:00
10,17:52:00
014,18:00:00
11,18:08:00
015,18:17:00
1,18:25:00
2,18:33:00
016,18:45:00
3,18:57:00
4,19:04:00
5,19:09:00
6,19:21:00
013,19:33:00
8,19:45:00
9,19:57:00
014,20:08:00
11,20:20:00
015,20:33:00
2,20:42:00
016,20:53:00
3,21:13:00
5,21:20:00
6,21:33:00
8,21:53:00
014,22:13:00
015,22:33:00
016,22:54:00
3,23:14:00
6,23:34:00
8,23:54:00
