brygada,czas
1,04:55:00
3,05:15:00
4,05:35:00
5,05:50:00
7,06:06:00
9,06:21:00
10,06:36:00
1,06:48:00
430,06:58:00
3,07:09:00
4,07:19:00
011,07:27:00
5,07:39:00
6,07:49:00
7,07:59:00
8,08:10:00
9,08:20:00
10,08:30:00
1,08:42:00
430,08:54:00
3,09:05:00
4,09:17:00
011,09:29:00
5,09:41:00
6,09:53:00
7,10:05:00
8,10:17:00
9,10:29:00
10,10:41:00
1,10:53:00
430,11:05:00
3,11:17:00
4,11:29:00
5,11:41:00
6,11:53:00
7,12:05:00
8,12:17:00
9,12:29:00
10,12:41:00
1,12:53:00
430,13:05:00
3,13:17:00
4,13:29:00
5,13:41:00
6,13:53:00
7,14:05:00
8,14:17:00
9,14:29:00
10,14:41:00
1,14:53:00
430,15:05:00
3,15:18:00
4,15:30:00
5,15:42:00
6,15:54:00
7,16:06:00
8,16:18:00
9,16:30:00
10,16:42:00
1,16:54:00
011,17:06:00
430,17:18:00
3,17:30:00
4,17:42:00
5,17:54:00
6,18:06:00
7,18:18:00
8,18:30:00
9,18:43:00
10,18:58:00
1,19:11:00
430,19:26:00
3,19:41:00
4,19:56:00
5,20:11:00
6,20:26:00
8,20:41:00
10,21:01:00
430,21:20:00
3,21:40:00
5,22:00:00
6,22:25:00
10,22:55:00
