brygada,czas
5,04:45:00
010,05:15:00
7,05:45:00
9,06:17:00
1,06:48:00
2,07:09:00
4,07:25:00
5,07:43:00
010,08:02:00
6,08:17:00
7,08:32:00
012,08:47:00
8,09:02:00
9,09:17:00
011,09:30:00
1,09:47:00
2,10:04:00
3,10:24:00
4,10:44:00
5,11:04:00
6,11:24:00
7,11:44:00
8,12:04:00
9,12:24:00
1,12:44:00
2,13:04:00
3,13:24:00
4,13:44:00
5,14:04:00
6,14:24:00
7,14:44:00
8,15:05:00
010,15:21:00
9,15:36:00
1,15:54:00
2,16:09:00
012,16:24:00
3,16:39:00
4,16:54:00
5,17:09:00
011,17:24:00
6,17:39:00
7,17:54:00
8,18:09:00
010,18:24:00
9,18:39:00
1,18:53:00
2,19:08:00
012,19:23:00
3,19:38:00
4,19:50:00
5,20:04:00
011,20:24:00
6,20:44:00
7,21:03:00
8,21:21:00
9,21:39:00
1,21:59:00
2,22:19:00
3,22:45:00
4,23:15:00
6,23:45:00
