brygada,czas
4,05:06:00
2,05:36:00
3,05:51:00
4,06:04:00
5,06:19:00
1,06:34:00
2,06:49:00
3,07:04:00
4,07:19:00
5,07:34:00
1,07:49:00
2,08:04:00
3,08:19:00
4,08:34:00
5,08:49:00
1,09:04:00
2,09:19:00
3,09:34:00
4,09:49:00
5,10:04:00
1,10:19:00
2,10:34:00
3,10:49:00
4,11:04:00
5,11:19:00
1,11:34:00
2,11:49:00
3,12:04:00
4,12:19:00
5,12:34:00
1,12:49:00
2,13:04:00
3,13:19:00
4,13:34:00
5,13:49:00
1,14:04:00
2,14:19:00
3,14:34:00
4,14:49:00
5,15:03:00
1,15:18:00
2,15:33:00
3,15:48:00
4,16:03:00
5,16:18:00
1,16:33:00
2,16:48:00
3,17:03:00
4,17:18:00
5,17:33:00
1,17:48:00
2,18:03:00
3,18:18:00
4,18:33:00
5,18:48:00
1,19:04:00
2,19:19:00
3,19:34:00
4,19:49:00
5,20:04:00
1,20:19:00
2,20:34:00
3,20:49:00
5,21:06:00
1,21:21:00
2,21:36:00
3,21:51:00
5,22:06:00
2,22:36:00
5,23:06:00
2,23:36:00
