brygada,czas
11,05:02:00
012,05:22:00
4,05:42:00
6,06:02:00
013,06:15:00
8,06:27:00
014,06:39:00
10,06:52:00
015,07:00:00
11,07:08:00
1,07:16:00
2,07:24:00
012,07:32:00
3,07:40:00
4,07:48:00
5,07:56:00
6,08:04:00
7,08:12:00
013,08:20:00
8,08:28:00
9,08:36:00
014,08:44:00
10,08:52:00
015,09:00:00
11,09:08:00
1,09:16:00
2,09:27:00
012,09:33:00
3,09:39:00
4,09:51:00
5,10:03:00
6,10:15:00
7,10:27:00
8,10:39:00
9,10:51:00
10,11:03:00
11,11:15:00
1,11:27:00
2,11:39:00
3,11:51:00
4,12:03:00
5,12:15:00
6,12:27:00
7,12:39:00
8,12:51:00
9,13:03:00
10,13:15:00
11,13:27:00
1,13:39:00
2,13:51:00
3,14:03:00
4,14:16:00
5,14:29:00
6,14:40:00
7,14:52:00
8,15:00:00
9,15:08:00
015,15:16:00
10,15:24:00
11,15:32:00
1,15:40:00
012,15:48:00
2,15:56:00
3,16:04:00
4,16:12:00
013,16:20:00
014,16:28:00
5,16:36:00
6,16:44:00
7,16:52:00
8,17:00:00
9,17:08:00
015,17:16:00
10,17:24:00
11,17:32:00
1,17:40:00
012,17:48:00
2,17:56:00
3,18:04:00
4,18:16:00
013,18:21:00
014,18:27:00
5,18:39:00
6,18:45:00
7,18:51:00
8,19:03:00
9,19:15:00
015,19:27:00
10,19:39:00
1,19:51:00
012,20:03:00
3,20:13:00
4,20:22:00
014,20:42:00
5,20:54:00
7,21:02:00
8,21:22:00
9,21:42:00
10,22:02:00
012,22:22:00
4,22:42:00
014,22:53:00
7,23:03:00
8,23:22:00
9,23:42:00
