brygada,czas
1,05:02:00
02,05:27:00
1,05:47:00
02,06:02:00
1,06:17:00
02,06:32:00
1,06:47:00
02,07:02:00
1,07:17:00
02,07:32:00
1,07:47:00
02,08:02:00
1,08:17:00
02,08:32:00
1,08:47:00
02,09:03:00
1,09:33:00
02,10:03:00
1,10:33:00
1,11:03:00
1,11:33:00
1,12:03:00
1,12:33:00
1,13:03:00
1,13:33:00
1,14:03:00
02,14:18:00
1,14:33:00
02,14:48:00
1,15:03:00
02,15:18:00
1,15:33:00
02,15:48:00
1,16:03:00
02,16:18:00
1,16:33:00
02,16:48:00
1,17:03:00
02,17:18:00
1,17:33:00
02,17:48:00
1,18:03:00
02,18:18:00
1,18:33:00
02,18:48:00
1,19:03:00
02,19:33:00
1,20:03:00
02,20:33:00
1,21:03:00
1,21:33:00
1,22:03:00
1,22:33:00
1,23:03:00
