brygada,czas
2,04:39:00
4,05:04:00
05,05:24:00
1,05:44:00
2,06:04:00
4,06:26:00
05,06:43:00
1,06:58:00
2,07:13:00
3,07:28:00
4,07:43:00
05,07:59:00
1,08:19:00
2,08:39:00
3,08:59:00
4,09:19:00
05,09:39:00
1,09:59:00
2,10:19:00
3,10:39:00
4,10:59:00
1,11:19:00
2,11:39:00
3,11:59:00
4,12:19:00
1,12:39:00
2,12:59:00
3,13:19:00
4,13:39:00
1,13:59:00
2,14:19:00
3,14:39:00
4,14:54:00
1,15:08:00
05,15:23:00
2,15:38:00
3,15:53:00
4,16:08:00
1,16:23:00
05,16:38:00
2,16:53:00
3,17:08:00
4,17:23:00
1,17:38:00
05,17:53:00
2,18:08:00
3,18:23:00
4,18:38:00
1,18:53:00
05,19:08:00
2,19:22:00
3,19:40:00
4,20:00:00
1,20:19:00
2,20:39:00
3,20:59:00
4,21:19:00
1,21:39:00
2,21:59:00
3,22:19:00
4,22:39:00
1,23:09:00
3,23:39:00
1,24:09:00
3,24:39:00
