brygada,czas
1,04:46:00
4,05:16:00
5,05:46:00
6,06:02:00
7,06:14:00
8,06:25:00
9,06:36:00
10,06:48:00
11,06:59:00
12,07:12:00
1,07:25:00
2,07:38:00
3,07:53:00
4,08:08:00
5,08:23:00
6,08:37:00
7,08:52:00
8,09:07:00
9,09:22:00
10,09:37:00
11,09:51:00
12,10:06:00
1,10:21:00
2,10:36:00
3,10:51:00
4,11:06:00
5,11:21:00
6,11:36:00
7,11:51:00
8,12:06:00
9,12:21:00
10,12:36:00
11,12:51:00
12,13:06:00
1,13:21:00
2,13:36:00
3,13:51:00
4,14:05:00
5,14:20:00
6,14:34:00
7,14:48:00
8,15:02:00
9,15:17:00
10,15:32:00
11,15:46:00
12,16:01:00
1,16:16:00
2,16:31:00
3,16:46:00
4,17:01:00
5,17:17:00
6,17:33:00
7,17:49:00
8,18:05:00
9,18:22:00
10,18:40:00
11,18:55:00
12,19:12:00
1,19:28:00
2,19:43:00
3,20:04:00
5,20:25:00
7,20:52:00
9,21:21:00
12,21:51:00
2,22:21:00
3,22:51:00
