brygada,czas
02,05:09:00
04,05:29:00
01,05:49:00
02,06:10:00
04,06:28:00
01,06:43:00
02,06:58:00
03,07:16:00
04,07:31:00
01,07:46:00
02,08:01:00
03,08:16:00
04,08:31:00
01,08:46:00
02,09:01:00
03,09:13:00
04,09:33:00
01,14:08:00
02,14:28:00
03,14:48:00
01,15:09:00
02,15:30:00
03,15:45:00
04,16:00:00
01,16:15:00
02,16:30:00
03,16:45:00
04,17:00:00
01,17:15:00
02,17:30:00
03,17:45:00
04,18:00:00
01,18:15:00
02,18:30:00
