brygada,czas
04,04:57:00
2,05:27:00
04,05:57:00
03,06:12:00
2,06:27:00
05,06:42:00
04,06:52:00
07,07:03:00
03,07:14:00
06,07:24:00
2,07:34:00
05,07:44:00
1,07:54:00
04,08:04:00
07,08:14:00
03,08:24:00
06,08:34:00
2,08:43:00
05,08:53:00
1,09:02:00
04,09:17:00
07,09:32:00
06,09:47:00
2,10:07:00
1,10:27:00
06,10:57:00
2,11:27:00
1,11:57:00
2,12:27:00
1,12:57:00
03,13:27:00
2,13:57:00
1,14:12:00
04,14:27:00
03,14:42:00
05,14:52:00
2,15:03:00
06,15:14:00
1,15:24:00
04,15:34:00
03,15:44:00
07,15:54:00
05,16:04:00
2,16:14:00
06,16:24:00
1,16:34:00
04,16:44:00
03,16:54:00
07,17:04:00
05,17:14:00
2,17:24:00
06,17:34:00
1,17:44:00
04,17:59:00
07,18:13:00
05,18:28:00
2,18:43:00
1,18:58:00
07,19:12:00
05,19:27:00
2,19:47:00
1,20:07:00
07,20:27:00
2,20:57:00
1,21:27:00
2,21:57:00
1,22:27:00
2,22:57:00
1,23:27:00
