brygada,czas
015,05:05:00
10,05:25:00
11,05:35:00
1,05:45:00
3,06:05:00
013,06:17:00
4,06:29:00
014,06:42:00
7,06:56:00
8,07:10:00
015,07:21:00
9,07:29:00
10,07:37:00
016,07:45:00
11,07:53:00
12,08:01:00
1,08:09:00
2,08:17:00
3,08:25:00
013,08:33:00
4,08:41:00
5,08:49:00
014,08:57:00
6,09:05:00
7,09:13:00
8,09:21:00
9,09:31:00
10,09:43:00
11,09:55:00
12,10:07:00
1,10:19:00
2,10:31:00
3,10:43:00
4,10:55:00
5,11:07:00
6,11:19:00
7,11:31:00
8,11:43:00
9,11:55:00
10,12:07:00
11,12:19:00
12,12:31:00
1,12:43:00
2,12:55:00
3,13:07:00
4,13:19:00
5,13:31:00
6,13:43:00
7,13:55:00
8,14:07:00
9,14:20:00
10,14:32:00
11,14:46:00
12,14:57:00
1,15:05:00
2,15:13:00
015,15:21:00
3,15:29:00
4,15:37:00
016,15:45:00
5,15:53:00
6,16:01:00
013,16:09:00
7,16:17:00
8,16:25:00
9,16:33:00
014,16:41:00
10,16:49:00
11,16:57:00
12,17:05:00
1,17:13:00
2,17:21:00
015,17:29:00
3,17:37:00
4,17:45:00
016,17:53:00
5,18:01:00
6,18:09:00
013,18:16:00
7,18:24:00
8,18:31:00
014,18:43:00
10,18:55:00
12,19:07:00
1,19:19:00
2,19:31:00
015,19:43:00
3,19:55:00
016,20:06:00
5,20:18:00
013,20:29:00
7,20:45:00
014,21:05:00
12,21:25:00
1,21:45:00
015,22:05:00
016,22:25:00
5,22:45:00
7,23:05:00
014,23:24:00
