brygada,czas
1,04:27:00
1,04:57:00
2,05:12:00
1,05:27:00
2,05:42:00
03,05:57:00
1,06:12:00
2,06:27:00
03,06:42:00
1,06:57:00
2,07:13:00
03,07:28:00
1,07:43:00
2,07:58:00
03,08:13:00
1,08:28:00
2,08:43:00
03,08:58:00
1,09:13:00
2,09:33:00
1,09:53:00
2,10:13:00
1,10:33:00
2,10:53:00
1,11:13:00
2,11:33:00
1,11:53:00
2,12:13:00
1,12:33:00
2,12:53:00
1,13:13:00
2,13:33:00
1,13:53:00
2,14:13:00
1,14:28:00
03,14:43:00
2,14:58:00
1,15:15:00
03,15:30:00
2,15:45:00
1,16:00:00
03,16:15:00
2,16:30:00
1,16:45:00
03,17:00:00
2,17:15:00
1,17:30:00
03,17:45:00
2,18:00:00
1,18:15:00
2,18:35:00
1,18:55:00
2,19:13:00
1,19:33:00
2,19:53:00
1,20:12:00
2,20:32:00
1,20:57:00
2,21:15:00
1,21:30:00
2,22:00:00
1,22:30:00
1,23:00:00
1,23:30:00
