brygada,czas
02,05:30:00
04,05:50:00
01,06:10:00
02,06:26:00
04,06:51:00
01,07:06:00
02,07:23:00
03,07:38:00
04,07:53:00
01,08:08:00
02,08:23:00
03,08:38:00
04,08:53:00
01,09:13:00
03,09:33:00
04,09:53:00
01,14:29:00
02,14:49:00
03,15:02:00
04,15:17:00
01,15:32:00
02,15:47:00
03,16:02:00
04,16:17:00
01,16:32:00
02,16:47:00
03,17:02:00
04,17:17:00
01,17:32:00
02,17:47:00
03,18:02:00
04,18:17:00
01,18:32:00
02,18:47:00
