brygada,czas
10,04:58:00
1,05:18:00
2,05:35:00
3,05:50:00
4,06:01:00
5,06:13:00
6,06:25:00
015,06:37:00
7,06:47:00
8,06:58:00
016,07:09:00
9,07:21:00
10,07:33:00
601,07:45:00
12,07:57:00
1,08:08:00
013,08:20:00
2,08:32:00
3,08:44:00
014,08:56:00
4,09:09:00
5,09:21:00
6,09:36:00
7,09:51:00
8,10:06:00
9,10:21:00
10,10:36:00
601,10:51:00
12,11:06:00
1,11:21:00
2,11:36:00
3,11:51:00
4,12:06:00
5,12:21:00
6,12:36:00
7,12:51:00
8,13:06:00
9,13:21:00
10,13:36:00
601,13:51:00
12,14:06:00
1,14:21:00
2,14:36:00
3,14:51:00
4,15:07:00
5,15:20:00
016,15:32:00
6,15:44:00
7,15:56:00
8,16:08:00
017,16:20:00
9,16:32:00
10,16:44:00
601,16:56:00
12,17:08:00
014,17:20:00
1,17:32:00
2,17:44:00
013,17:56:00
3,18:07:00
4,18:19:00
5,18:31:00
016,18:43:00
6,18:55:00
7,19:07:00
8,19:21:00
017,19:36:00
9,19:51:00
601,20:06:00
12,20:21:00
1,20:36:00
2,20:51:00
013,21:07:00
3,21:22:00
5,21:37:00
016,21:52:00
7,22:07:00
8,22:28:00
12,22:58:00
