brygada,czas
1,04:23:00
3,04:38:00
07,04:53:00
5,05:08:00
6,05:24:00
1,05:39:00
3,05:54:00
07,06:09:00
5,06:24:00
6,06:38:00
1,06:52:00
2,07:04:00
3,07:17:00
4,07:29:00
07,07:42:00
5,07:54:00
6,08:06:00
1,08:18:00
2,08:30:00
3,08:42:00
4,08:54:00
5,09:09:00
6,09:24:00
1,09:39:00
2,09:54:00
3,10:09:00
4,10:24:00
5,10:39:00
6,10:54:00
1,11:09:00
2,11:24:00
3,11:39:00
4,11:54:00
5,12:09:00
6,12:24:00
1,12:39:00
2,12:54:00
3,13:09:00
4,13:24:00
5,13:39:00
6,13:54:00
1,14:10:00
2,14:25:00
3,14:40:00
4,14:55:00
5,15:10:00
6,15:25:00
1,15:37:00
2,15:49:00
3,16:01:00
4,16:13:00
07,16:25:00
5,16:37:00
6,16:49:00
1,17:01:00
2,17:13:00
3,17:25:00
4,17:37:00
07,17:49:00
5,18:01:00
6,18:13:00
1,18:25:00
2,18:37:00
3,18:49:00
4,19:01:00
07,19:13:00
5,19:27:00
6,19:41:00
2,19:55:00
3,20:10:00
4,20:25:00
07,20:40:00
5,20:55:00
6,21:09:00
2,21:24:00
4,21:39:00
07,21:54:00
5,22:09:00
6,22:24:00
2,22:39:00
4,22:54:00
07,23:08:00
5,23:23:00
2,23:53:00
