brygada,czas
5,04:44:00
6,04:56:00
016,05:04:00
26,05:16:00
018,05:24:00
8,05:32:00
29,05:40:00
10,05:46:00
11,05:52:00
020,05:58:00
2,06:04:00
1,06:10:00
012,06:16:00
3,06:22:00
014,06:28:00
22,06:34:00
23,06:40:00
5,06:44:00
24,06:48:00
6,06:52:00
25,06:56:00
015,07:00:00
7,07:04:00
26,07:08:00
016,07:12:00
8,07:16:00
27,07:20:00
017,07:24:00
9,07:28:00
28,07:32:00
018,07:36:00
10,07:40:00
29,07:44:00
020,07:48:00
11,07:52:00
1,07:56:00
019,08:00:00
2,08:04:00
30,08:08:00
012,08:12:00
21,08:16:00
3,08:20:00
013,08:24:00
014,08:28:00
22,08:32:00
4,08:36:00
23,08:40:00
5,08:44:00
24,08:48:00
6,08:52:00
25,08:58:00
015,09:00:00
7,09:04:00
26,09:10:00
016,09:12:00
8,09:16:00
27,09:22:00
9,09:28:00
28,09:34:00
10,09:40:00
29,09:46:00
11,09:52:00
30,09:58:00
1,10:04:00
21,10:10:00
2,10:16:00
22,10:22:00
3,10:28:00
23,10:34:00
4,10:40:00
24,10:46:00
5,10:52:00
25,10:58:00
6,11:04:00
26,11:10:00
7,11:16:00
27,11:22:00
8,11:28:00
28,11:34:00
9,11:40:00
29,11:46:00
10,11:52:00
30,11:58:00
11,12:04:00
21,12:10:00
1,12:16:00
22,12:22:00
2,12:28:00
23,12:34:00
3,12:40:00
24,12:46:00
4,12:52:00
25,12:58:00
5,13:04:00
26,13:10:00
6,13:16:00
27,13:22:00
7,13:28:00
28,13:34:00
8,13:40:00
29,13:46:00
9,13:52:00
30,13:58:00
10,14:04:00
21,14:10:00
11,14:16:00
22,14:22:00
1,14:28:00
23,14:32:00
2,14:36:00
24,14:40:00
012,14:44:00
3,14:48:00
25,14:52:00
013,14:56:00
4,15:00:00
26,15:04:00
014,15:08:00
5,15:12:00
27,15:16:00
6,15:20:00
28,15:24:00
7,15:28:00
29,15:32:00
015,15:36:00
016,15:40:00
8,15:44:00
30,15:48:00
9,15:52:00
21,15:56:00
017,16:00:00
018,16:04:00
10,16:08:00
22,16:12:00
11,16:16:00
23,16:20:00
019,16:24:00
1,16:28:00
020,16:32:00
2,16:36:00
24,16:40:00
012,16:44:00
3,16:48:00
25,16:52:00
013,16:56:00
4,17:00:00
26,17:04:00
014,17:08:00
5,17:12:00
27,17:16:00
6,17:20:00
28,17:24:00
7,17:28:00
29,17:32:00
015,17:36:00
016,17:40:00
8,17:44:00
30,17:48:00
9,17:52:00
21,17:56:00
017,18:00:00
018,18:04:00
10,18:10:00
22,18:13:00
11,18:16:00
23,18:22:00
019,18:24:00
1,18:28:00
020,18:34:00
2,18:36:00
24,18:40:00
012,18:46:00
3,18:48:00
25,18:52:00
013,18:58:00
4,19:04:00
26,19:10:00
5,19:16:00
6,19:22:00
28,19:28:00
8,19:34:00
015,19:40:00
9,19:46:00
30,19:52:00
017,19:58:00
21,20:04:00
10,20:08:00
018,20:16:00
23,20:24:00
11,20:27:00
020,20:33:00
1,20:36:00
012,20:44:00
24,20:47:00
013,20:56:00
25,21:04:00
26,21:16:00
4,21:24:00
8,21:36:00
28,21:44:00
017,21:56:00
30,22:04:00
018,22:16:00
21,22:19:00
1,22:25:00
23,22:46:00
013,22:56:00
012,23:06:00
26,23:16:00
25,23:26:00
4,23:46:00
28,24:06:00
30,24:26:00
