brygada,czas
1,04:06:00
3,04:36:00
5,05:06:00
399,05:26:00
1,05:44:00
2,06:02:00
3,06:22:00
4,06:42:00
5,07:01:00
399,07:21:00
1,07:39:00
2,07:59:00
3,08:19:00
4,08:39:00
5,08:59:00
399,09:19:00
1,09:39:00
2,09:59:00
3,10:19:00
4,10:39:00
5,10:59:00
399,11:19:00
1,11:39:00
2,11:59:00
3,12:19:00
4,12:39:00
5,12:59:00
399,13:19:00
1,13:39:00
2,13:59:00
3,14:19:00
4,14:39:00
5,14:59:00
399,15:19:00
1,15:39:00
2,15:59:00
3,16:19:00
4,16:39:00
5,16:59:00
399,17:19:00
1,17:39:00
2,17:59:00
3,18:19:00
4,18:39:00
5,19:01:00
399,19:21:00
1,19:41:00
2,20:01:00
3,20:21:00
4,20:43:00
5,21:05:00
399,21:35:00
2,22:06:00
3,22:36:00
5,23:06:00
2,23:36:00
