brygada,czas
12,05:12:00
016,05:27:00
015,05:42:00
3,05:57:00
5,06:10:00
12,06:20:00
10,06:30:00
9,06:37:00
014,06:45:00
11,06:52:00
015,07:00:00
016,07:07:00
2,07:13:00
4,07:19:00
6,07:25:00
5,07:32:00
3,07:38:00
12,07:44:00
8,07:50:00
9,07:56:00
7,08:02:00
014,08:08:00
10,08:14:00
13,08:20:00
11,08:26:00
1,08:32:00
016,08:38:00
015,08:44:00
2,08:50:00
4,08:56:00
5,09:02:00
3,09:08:00
6,09:16:00
8,09:23:00
9,09:31:00
7,09:38:00
10,09:46:00
12,09:53:00
13,10:01:00
11,10:08:00
1,10:16:00
2,10:23:00
4,10:31:00
3,10:38:00
5,10:46:00
6,10:53:00
8,11:01:00
7,11:09:00
9,11:16:00
10,11:23:00
12,11:31:00
11,11:38:00
13,11:46:00
1,11:53:00
2,12:01:00
3,12:08:00
4,12:16:00
5,12:23:00
6,12:31:00
7,12:38:00
8,12:46:00
9,12:53:00
10,13:01:00
11,13:08:00
12,13:16:00
13,13:23:00
1,13:31:00
3,13:38:00
2,13:46:00
4,13:53:00
5,14:01:00
7,14:08:00
6,14:16:00
8,14:23:00
9,14:31:00
11,14:38:00
10,14:46:00
12,14:53:00
13,15:01:00
3,15:10:00
1,15:18:00
2,15:25:00
4,15:33:00
7,15:40:00
5,15:48:00
6,15:55:00
8,16:03:00
11,16:10:00
9,16:18:00
10,16:25:00
12,16:33:00
014,16:40:00
13,16:48:00
3,16:55:00
1,17:03:00
2,17:10:00
4,17:18:00
7,17:25:00
5,17:33:00
6,17:40:00
8,17:48:00
11,17:55:00
9,18:03:00
10,18:10:00
12,18:18:00
014,18:25:00
13,18:33:00
3,18:40:00
1,18:48:00
2,18:55:00
4,19:02:00
7,19:07:00
5,19:15:00
6,19:22:00
8,19:30:00
11,19:37:00
9,19:45:00
10,19:52:00
12,20:00:00
014,20:07:00
13,20:15:00
1,20:22:00
7,20:30:00
4,20:40:00
6,20:50:00
11,21:00:00
9,21:10:00
8,21:20:00
13,21:30:00
12,21:40:00
1,21:50:00
4,22:00:00
264,22:12:00
265,22:27:00
11,22:42:00
12,22:57:00
13,23:12:00
