brygada,czas
06,04:12:00
07,04:42:00
08,05:12:00
5,05:27:00
09,05:42:00
1,05:57:00
06,06:12:00
2,06:27:00
07,06:42:00
3,06:57:00
4,07:13:00
08,07:28:00
5,07:43:00
09,07:58:00
1,08:13:00
06,08:28:00
2,08:43:00
07,08:58:00
3,09:13:00
4,09:42:00
5,10:12:00
1,10:42:00
2,11:12:00
3,11:42:00
4,12:12:00
5,12:42:00
1,13:12:00
2,13:42:00
3,14:12:00
4,14:41:00
010,14:56:00
5,15:11:00
09,15:26:00
1,15:41:00
06,15:56:00
2,16:11:00
08,16:26:00
3,16:41:00
07,16:56:00
4,17:11:00
010,17:26:00
5,17:41:00
09,17:56:00
1,18:11:00
06,18:26:00
2,18:41:00
08,18:56:00
3,19:12:00
4,19:32:00
010,19:52:00
5,20:12:00
09,20:32:00
1,20:52:00
2,21:12:00
3,21:42:00
4,22:12:00
5,22:42:00
1,23:12:00
3,23:42:00
