brygada,czas
8,04:42:00
5,05:02:00
11,05:14:00
6,05:22:00
13,05:34:00
7,05:42:00
14,05:54:00
018,06:02:00
1,06:11:00
9,06:15:00
015,06:22:00
11,06:27:00
8,06:34:00
3,06:40:00
12,06:47:00
13,06:52:00
5,06:59:00
14,07:03:00
6,07:08:00
1,07:11:00
7,07:16:00
015,07:19:00
017,07:24:00
2,07:27:00
8,07:32:00
016,07:35:00
018,07:40:00
12,07:43:00
9,07:48:00
4,07:51:00
10,07:56:00
5,07:59:00
11,08:04:00
6,08:07:00
3,08:12:00
7,08:15:00
019,08:20:00
017,08:23:00
13,08:28:00
8,08:31:00
14,08:36:00
018,08:39:00
1,08:44:00
9,08:47:00
015,08:52:00
10,08:55:00
2,09:00:00
11,09:06:00
016,09:09:00
3,09:12:00
12,09:16:00
019,09:19:00
4,09:23:00
13,09:28:00
5,09:35:00
14,09:40:00
6,09:47:00
1,09:52:00
7,09:59:00
2,10:04:00
8,10:11:00
3,10:16:00
9,10:23:00
4,10:28:00
10,10:35:00
5,10:40:00
11,10:47:00
6,10:52:00
12,10:59:00
7,11:04:00
13,11:11:00
8,11:16:00
14,11:23:00
9,11:28:00
1,11:35:00
10,11:40:00
2,11:47:00
11,11:52:00
3,11:59:00
12,12:04:00
4,12:11:00
13,12:16:00
5,12:23:00
14,12:28:00
6,12:35:00
1,12:40:00
7,12:47:00
2,12:52:00
8,12:59:00
3,13:04:00
9,13:11:00
4,13:16:00
10,13:23:00
5,13:28:00
11,13:35:00
6,13:40:00
12,13:47:00
7,13:52:00
13,13:59:00
8,14:04:00
14,14:11:00
9,14:16:00
1,14:23:00
10,14:28:00
2,14:35:00
11,14:39:00
3,14:44:00
12,14:47:00
4,14:52:00
13,14:55:00
016,15:00:00
5,15:03:00
14,15:08:00
019,15:11:00
6,15:16:00
1,15:19:00
7,15:24:00
2,15:27:00
017,15:32:00
015,15:35:00
8,15:40:00
3,15:43:00
9,15:48:00
4,15:51:00
018,15:56:00
016,15:59:00
10,16:04:00
14,16:07:00
11,16:12:00
6,16:15:00
12,16:20:00
7,16:23:00
13,16:28:00
017,16:31:00
5,16:36:00
8,16:39:00
019,16:44:00
9,16:47:00
1,16:52:00
018,16:55:00
2,17:00:00
10,17:03:00
015,17:08:00
11,17:11:00
3,17:16:00
12,17:19:00
4,17:24:00
13,17:27:00
016,17:32:00
5,17:35:00
14,17:40:00
019,17:43:00
6,17:48:00
1,17:51:00
7,17:56:00
2,17:59:00
017,18:04:00
015,18:07:00
8,18:12:00
3,18:16:00
9,18:23:00
4,18:27:00
018,18:30:00
016,18:33:00
10,18:36:00
14,18:40:00
11,18:47:00
6,18:52:00
12,18:59:00
7,19:04:00
13,19:11:00
8,19:16:00
019,19:23:00
9,19:28:00
2,19:35:00
10,19:40:00
015,19:47:00
11,19:52:00
3,19:59:00
12,20:04:00
4,20:08:00
13,20:14:00
14,20:22:00
019,20:26:00
6,20:30:00
2,20:34:00
7,20:38:00
015,20:42:00
8,20:51:00
3,21:02:00
9,21:05:00
13,21:08:00
10,21:14:00
2,21:22:00
11,21:34:00
8,21:42:00
12,21:54:00
10,22:02:00
14,22:14:00
11,22:22:00
015,22:34:00
12,22:42:00
3,22:54:00
14,23:02:00
2,23:22:00
8,23:42:00
10,24:02:00
