brygada,czas
1,04:46:00
3,05:06:00
4,05:21:00
5,05:33:00
011,05:45:00
6,05:56:00
7,06:06:00
8,06:19:00
012,06:29:00
9,06:39:00
10,06:48:00
013,06:58:00
1,07:10:00
2,07:21:00
3,07:31:00
4,07:41:00
5,07:54:00
011,08:09:00
6,08:21:00
7,08:36:00
8,08:48:00
012,09:02:00
9,09:17:00
10,09:32:00
1,09:47:00
2,10:02:00
3,10:17:00
4,10:32:00
5,10:47:00
6,11:02:00
7,11:17:00
8,11:32:00
9,11:47:00
10,12:02:00
1,12:17:00
2,12:32:00
3,12:47:00
4,13:02:00
5,13:17:00
6,13:32:00
7,13:47:00
8,14:02:00
9,14:17:00
10,14:32:00
1,14:47:00
2,15:00:00
012,15:15:00
3,15:30:00
4,15:45:00
5,16:00:00
6,16:15:00
7,16:30:00
8,16:45:00
9,17:00:00
10,17:15:00
1,17:30:00
2,17:45:00
012,18:00:00
3,18:15:00
4,18:30:00
5,18:45:00
6,19:02:00
7,19:17:00
8,19:32:00
9,19:47:00
10,20:02:00
1,20:21:00
2,20:36:00
012,20:51:00
3,21:07:00
5,21:26:00
6,21:46:00
8,22:06:00
206,22:26:00
208,22:47:00
205,23:16:00
