brygada,czas
1,04:52:00
2,05:44:00
1,07:24:00
2,08:24:00
1,09:59:00
2,11:34:00
1,12:49:00
2,14:19:00
1,15:29:00
2,16:39:00
1,17:49:00
2,19:29:00
1,20:54:00
2,21:59:00
1,23:29:00
