brygada,czas
2,05:05:00
04,05:24:00
3,05:43:00
1,06:03:00
2,06:23:00
04,06:43:00
3,07:04:00
1,07:23:00
2,07:43:00
04,08:03:00
3,08:23:00
1,08:47:00
2,09:18:00
3,09:48:00
1,10:18:00
2,10:48:00
3,11:18:00
1,11:48:00
2,12:18:00
3,12:48:00
1,13:18:00
2,13:48:00
3,14:18:00
1,14:46:00
04,15:08:00
2,15:30:00
3,15:51:00
1,16:11:00
04,16:31:00
2,16:51:00
3,17:11:00
1,17:31:00
04,17:51:00
2,18:11:00
3,18:31:00
1,18:53:00
2,19:20:00
3,19:48:00
1,20:18:00
2,20:48:00
3,21:22:00
1,21:56:00
2,22:26:00
3,22:56:00
