brygada,czas
1,05:46:00
4,06:15:00
5,06:30:00
319,06:46:00
8,07:01:00
011,07:16:00
1,07:29:00
2,07:39:00
3,07:49:00
09,08:00:00
4,08:10:00
010,08:20:00
5,08:30:00
319,08:40:00
7,08:54:00
8,09:09:00
1,09:24:00
2,09:39:00
3,09:54:00
4,10:09:00
5,10:24:00
319,10:39:00
7,10:54:00
8,11:09:00
1,11:24:00
2,11:39:00
3,11:54:00
4,12:09:00
5,12:24:00
319,12:39:00
7,12:54:00
8,13:09:00
1,13:24:00
2,13:39:00
3,13:54:00
09,14:04:00
4,14:09:00
5,14:24:00
319,14:36:00
010,14:42:00
7,14:46:00
011,14:56:00
8,15:06:00
012,15:18:00
1,15:31:00
2,15:42:00
3,15:52:00
09,16:02:00
4,16:12:00
5,16:22:00
319,16:32:00
010,16:42:00
7,16:52:00
011,17:02:00
8,17:12:00
012,17:22:00
1,17:32:00
2,17:42:00
3,17:52:00
09,18:02:00
4,18:12:00
5,18:22:00
319,18:32:00
010,18:42:00
7,18:52:00
011,19:02:00
8,19:11:00
012,19:19:00
1,19:30:00
2,19:45:00
3,20:00:00
4,20:15:00
5,20:30:00
319,20:45:00
7,21:00:00
8,21:14:00
2,21:29:00
3,21:44:00
4,21:59:00
5,22:14:00
319,22:29:00
7,22:46:00
3,23:16:00
