brygada,czas
01,06:11:00
03,06:31:00
05,06:51:00
06,07:01:00
07,07:11:00
08,07:21:00
09,07:30:00
01,07:40:00
02,07:50:00
03,08:00:00
04,08:10:00
05,08:20:00
06,08:30:00
07,08:40:00
08,08:50:00
09,09:00:00
01,09:10:00
05,15:20:00
01,15:40:00
02,16:00:00
03,16:20:00
06,16:40:00
05,17:00:00
01,17:20:00
02,17:40:00
