brygada,czas
9,04:56:00
018,05:11:00
10,05:24:00
2,05:39:00
015,05:54:00
7,06:02:00
13,06:09:00
017,06:16:00
6,06:24:00
016,06:32:00
12,06:40:00
8,06:47:00
018,06:55:00
014,07:02:00
10,07:11:00
2,07:19:00
4,07:28:00
9,07:36:00
3,07:44:00
015,07:53:00
13,08:01:00
5,08:09:00
017,08:17:00
6,08:25:00
12,08:33:00
7,08:42:00
8,08:49:00
11,08:57:00
018,09:05:00
1,09:15:00
10,09:23:00
2,09:32:00
014,09:42:00
9,09:52:00
3,10:02:00
4,10:12:00
13,10:22:00
5,10:32:00
6,10:42:00
12,10:52:00
7,11:02:00
8,11:12:00
11,11:22:00
1,11:32:00
10,11:42:00
2,11:52:00
3,12:02:00
9,12:12:00
4,12:22:00
5,12:32:00
13,12:42:00
6,12:52:00
7,13:02:00
12,13:12:00
8,13:22:00
1,13:32:00
11,13:42:00
10,13:52:00
3,14:02:00
2,14:13:00
017,14:20:00
9,14:23:00
5,14:33:00
4,14:43:00
018,14:50:00
13,14:53:00
7,15:00:00
014,15:08:00
12,15:15:00
015,15:24:00
1,15:31:00
6,15:39:00
11,15:46:00
016,15:54:00
3,16:01:00
8,16:09:00
2,16:16:00
017,16:24:00
5,16:31:00
10,16:39:00
4,16:46:00
018,16:54:00
7,17:01:00
9,17:09:00
014,17:16:00
12,17:24:00
1,17:31:00
13,17:39:00
6,17:46:00
11,17:54:00
3,18:01:00
015,18:09:00
8,18:16:00
2,18:24:00
5,18:31:00
016,18:39:00
10,18:46:00
4,18:54:00
017,19:04:00
7,19:13:00
9,19:22:00
018,19:32:00
1,19:42:00
13,19:52:00
12,20:02:00
6,20:12:00
3,20:22:00
11,20:32:00
5,20:42:00
4,20:52:00
2,21:02:00
7,21:12:00
018,21:21:00
10,21:31:00
1,21:41:00
9,21:56:00
6,22:11:00
13,22:24:00
5,22:39:00
3,22:54:00
7,23:09:00
1,23:39:00
