brygada,czas
10,05:13:00
1,05:33:00
2,05:50:00
3,06:06:00
4,06:17:00
5,06:29:00
6,06:41:00
015,06:53:00
7,07:03:00
8,07:15:00
016,07:26:00
9,07:38:00
10,07:50:00
601,08:02:00
12,08:14:00
1,08:26:00
013,08:38:00
2,08:50:00
3,09:02:00
014,09:13:00
4,09:25:00
5,09:37:00
6,09:52:00
7,10:07:00
8,10:22:00
9,10:37:00
10,10:52:00
601,11:07:00
12,11:22:00
1,11:37:00
2,11:52:00
3,12:07:00
4,12:22:00
5,12:37:00
6,12:52:00
7,13:07:00
8,13:22:00
9,13:37:00
10,13:52:00
601,14:07:00
12,14:22:00
1,14:37:00
2,14:52:00
3,15:07:00
4,15:23:00
5,15:36:00
016,15:48:00
6,16:00:00
7,16:12:00
8,16:24:00
017,16:36:00
9,16:48:00
10,17:00:00
601,17:12:00
12,17:24:00
014,17:36:00
1,17:48:00
2,18:00:00
013,18:12:00
3,18:23:00
4,18:35:00
5,18:47:00
016,18:59:00
6,19:11:00
7,19:23:00
8,19:37:00
017,19:52:00
9,20:07:00
601,20:22:00
12,20:37:00
1,20:52:00
2,21:06:00
013,21:22:00
3,21:37:00
5,21:52:00
016,22:07:00
7,22:22:00
8,22:43:00
12,23:13:00
