brygada,czas
3,04:14:00
1,04:29:00
04,04:44:00
3,04:59:00
1,05:14:00
04,05:29:00
2,05:41:00
3,05:53:00
1,06:04:00
04,06:15:00
2,06:25:00
3,06:35:00
1,06:46:00
04,06:58:00
2,07:10:00
3,07:22:00
1,07:34:00
04,07:46:00
2,07:58:00
3,08:10:00
1,08:22:00
04,08:34:00
2,08:46:00
3,08:58:00
1,09:10:00
04,09:22:00
2,09:37:00
3,09:52:00
1,10:07:00
04,10:22:00
2,10:37:00
3,10:52:00
1,11:07:00
2,11:22:00
3,11:37:00
1,11:52:00
2,12:07:00
3,12:22:00
1,12:37:00
2,12:52:00
3,13:07:00
1,13:22:00
2,13:37:00
3,13:52:00
1,14:07:00
2,14:22:00
3,14:37:00
1,14:52:00
2,15:07:00
3,15:22:00
1,15:37:00
04,15:49:00
2,16:01:00
3,16:13:00
1,16:25:00
04,16:37:00
2,16:49:00
3,17:01:00
1,17:13:00
04,17:25:00
2,17:40:00
3,17:55:00
1,18:10:00
04,18:25:00
2,18:40:00
3,18:55:00
1,19:10:00
2,19:25:00
3,19:40:00
1,19:55:00
2,20:09:00
3,20:24:00
1,20:39:00
2,20:54:00
3,21:09:00
1,21:24:00
2,21:39:00
3,22:04:00
2,22:34:00
3,23:04:00
2,23:34:00
3,24:04:00
2,24:44:00
