brygada,czas
9,04:27:00
8,04:36:00
13,04:46:00
15,04:56:00
14,05:06:00
026,05:15:00
019,05:25:00
3,05:35:00
4,05:43:00
020,05:46:00
5,05:49:00
021,05:55:00
7,06:01:00
022,06:07:00
9,06:13:00
8,06:19:00
023,06:23:00
11,06:26:00
10,06:29:00
13,06:32:00
12,06:38:00
15,06:44:00
14,06:50:00
17,06:56:00
026,07:00:00
16,07:04:00
1,07:08:00
019,07:12:00
18,07:16:00
3,07:20:00
4,07:24:00
2,07:28:00
020,07:32:00
5,07:36:00
6,07:40:00
021,07:44:00
7,07:48:00
8,07:52:00
022,07:56:00
9,08:00:00
10,08:04:00
023,08:08:00
11,08:12:00
12,08:16:00
13,08:20:00
024,08:24:00
14,08:28:00
15,08:32:00
025,08:36:00
16,08:40:00
17,08:44:00
026,08:48:00
18,08:52:00
1,08:55:00
019,08:59:00
2,09:02:00
3,09:07:00
4,09:13:00
5,09:19:00
6,09:25:00
7,09:31:00
8,09:37:00
9,09:43:00
10,09:49:00
11,09:55:00
12,10:01:00
13,10:07:00
14,10:13:00
15,10:19:00
16,10:25:00
17,10:31:00
18,10:37:00
1,10:43:00
2,10:49:00
3,10:55:00
4,11:01:00
5,11:07:00
6,11:13:00
7,11:19:00
8,11:25:00
9,11:31:00
10,11:37:00
11,11:43:00
12,11:49:00
13,11:55:00
14,12:01:00
15,12:07:00
16,12:13:00
17,12:19:00
18,12:25:00
1,12:31:00
2,12:37:00
3,12:43:00
4,12:49:00
5,12:55:00
6,13:01:00
7,13:07:00
8,13:13:00
9,13:19:00
10,13:25:00
11,13:31:00
12,13:37:00
13,13:43:00
14,13:49:00
15,13:56:00
16,14:02:00
17,14:08:00
026,14:11:00
18,14:14:00
1,14:20:00
2,14:26:00
3,14:32:00
020,14:35:00
4,14:38:00
5,14:44:00
6,14:48:00
7,14:52:00
021,14:56:00
8,15:00:00
9,15:04:00
022,15:08:00
10,15:12:00
11,15:16:00
023,15:20:00
12,15:24:00
14,15:28:00
13,15:32:00
024,15:36:00
16,15:40:00
15,15:44:00
025,15:48:00
18,15:52:00
17,15:56:00
026,16:00:00
2,16:04:00
1,16:08:00
019,16:12:00
4,16:16:00
3,16:20:00
020,16:24:00
7,16:28:00
5,16:32:00
6,16:36:00
9,16:40:00
021,16:44:00
8,16:48:00
11,16:52:00
022,16:56:00
10,17:00:00
14,17:04:00
023,17:08:00
12,17:12:00
16,17:16:00
13,17:20:00
024,17:24:00
18,17:28:00
15,17:32:00
025,17:36:00
2,17:40:00
17,17:44:00
026,17:48:00
4,17:52:00
1,17:56:00
019,18:00:00
7,18:02:00
3,18:07:00
020,18:13:00
5,18:19:00
6,18:25:00
021,18:31:00
8,18:37:00
022,18:43:00
10,18:49:00
023,18:55:00
12,19:01:00
13,19:07:00
024,19:13:00
025,19:19:00
2,19:25:00
17,19:31:00
4,19:37:00
019,19:43:00
7,19:49:00
3,19:55:00
020,20:01:00
5,20:06:00
021,20:16:00
8,20:25:00
10,20:35:00
12,20:45:00
024,20:55:00
025,21:05:00
2,21:15:00
4,21:25:00
7,21:35:00
3,21:45:00
020,21:55:00
021,22:05:00
8,22:15:00
10,22:25:00
024,22:46:00
025,23:07:00
7,23:27:00
