brygada,czas
018,03:55:00
019,04:15:00
1,04:27:00
13,04:33:00
020,04:42:00
3,04:46:00
27,04:56:00
035,04:59:00
032,05:03:00
033,05:16:00
4,05:19:00
6,05:21:00
29,05:28:00
21,05:31:00
23,05:41:00
5,05:44:00
031,06:11:00
036,06:26:00
12,06:38:00
24,06:43:00
25,06:59:00
14,07:04:00
2,07:16:00
30,07:23:00
033,14:04:00
031,14:09:00
018,14:28:00
032,14:44:00
019,14:52:00
036,14:58:00
020,15:16:00
035,15:22:00
