brygada,czas
02,04:25:00
02,05:02:00
1,05:05:00
02,05:25:00
1,05:37:00
02,06:04:00
1,06:05:00
02,06:25:00
1,06:37:00
1,07:00:00
02,07:07:00
1,07:37:00
02,07:41:00
02,08:07:00
1,08:26:00
02,09:05:00
1,09:07:00
02,09:42:00
1,10:05:00
1,10:42:00
1,11:05:00
1,11:42:00
1,12:05:00
1,12:42:00
1,13:25:00
1,14:04:00
02,14:25:00
02,15:04:00
1,15:05:00
02,15:25:00
1,15:39:00
02,16:04:00
1,16:05:00
02,16:25:00
1,16:39:00
02,17:04:00
1,17:05:00
02,17:25:00
1,17:34:00
02,18:04:00
1,18:05:00
02,18:25:00
1,18:34:00
02,19:04:00
1,19:05:00
02,19:25:00
1,19:34:00
02,20:04:00
1,20:05:00
1,20:34:00
02,20:45:00
02,21:04:00
1,21:25:00
1,22:04:00
1,22:45:00
1,23:09:00
