brygada,czas
1,04:57:00
3,05:27:00
5,05:57:00
8,06:24:00
9,06:39:00
1,06:51:00
011,07:04:00
3,07:16:00
4,07:26:00
5,07:36:00
6,07:47:00
012,07:57:00
7,08:07:00
8,08:17:00
9,08:27:00
10,08:38:00
1,08:50:00
2,09:02:00
3,09:14:00
4,09:26:00
5,09:38:00
6,09:50:00
7,10:02:00
8,10:14:00
9,10:26:00
10,10:38:00
1,10:50:00
2,11:02:00
3,11:14:00
4,11:26:00
5,11:38:00
6,11:50:00
7,12:02:00
8,12:14:00
9,12:26:00
10,12:38:00
1,12:50:00
2,13:02:00
3,13:14:00
4,13:26:00
5,13:38:00
6,13:50:00
7,14:02:00
8,14:14:00
9,14:26:00
10,14:37:00
1,14:47:00
2,14:57:00
3,15:07:00
011,15:18:00
4,15:28:00
5,15:38:00
6,15:48:00
7,15:58:00
8,16:08:00
9,16:18:00
10,16:28:00
013,16:38:00
1,16:48:00
2,16:58:00
3,17:08:00
011,17:18:00
4,17:28:00
5,17:38:00
6,17:50:00
7,18:02:00
8,18:14:00
9,18:26:00
10,18:38:00
1,18:48:00
2,19:00:00
3,19:14:00
4,19:28:00
5,19:43:00
6,19:58:00
8,20:13:00
9,20:28:00
1,20:43:00
2,20:58:00
3,21:11:00
4,21:25:00
5,21:40:00
6,21:55:00
9,22:10:00
2,22:24:00
3,22:39:00
4,22:57:00
5,23:27:00
