brygada,czas
4,04:36:00
5,04:51:00
7,05:06:00
1,05:18:00
2,05:29:00
3,05:39:00
4,05:49:00
5,05:59:00
6,06:09:00
7,06:19:00
1,06:29:00
2,06:39:00
3,06:49:00
4,06:59:00
5,07:09:00
6,07:19:00
7,07:29:00
1,07:39:00
2,07:49:00
3,07:59:00
4,08:09:00
5,08:19:00
6,08:29:00
7,08:39:00
1,08:49:00
2,08:59:00
3,09:09:00
4,09:19:00
5,09:29:00
6,09:39:00
7,09:49:00
1,09:59:00
2,10:09:00
3,10:19:00
4,10:29:00
5,10:39:00
6,10:49:00
7,10:59:00
1,11:09:00
2,11:19:00
3,11:29:00
4,11:39:00
5,11:49:00
6,11:59:00
7,12:09:00
1,12:19:00
2,12:29:00
3,12:39:00
4,12:49:00
5,12:59:00
6,13:09:00
7,13:19:00
1,13:29:00
2,13:39:00
3,13:49:00
4,13:59:00
5,14:09:00
6,14:19:00
7,14:29:00
1,14:39:00
2,14:49:00
3,14:59:00
4,15:09:00
5,15:19:00
6,15:29:00
7,15:39:00
1,15:49:00
2,15:59:00
3,16:09:00
4,16:19:00
5,16:29:00
6,16:39:00
7,16:49:00
1,16:59:00
2,17:09:00
3,17:19:00
4,17:29:00
5,17:39:00
6,17:49:00
7,17:59:00
1,18:09:00
2,18:19:00
3,18:29:00
4,18:39:00
5,18:49:00
6,18:59:00
7,19:09:00
1,19:19:00
2,19:29:00
3,19:39:00
4,19:49:00
5,19:59:00
6,20:09:00
7,20:19:00
1,20:29:00
2,20:39:00
3,20:49:00
4,20:59:00
5,21:09:00
6,21:19:00
7,21:29:00
1,21:39:00
2,21:51:00
3,22:06:00
5,22:21:00
6,22:36:00
1,22:51:00
3,23:06:00
6,23:36:00
3,24:06:00
