brygada,czas
3,04:44:00
014,05:04:00
5,05:22:00
7,05:41:00
8,05:52:00
016,06:04:00
10,06:16:00
017,06:28:00
12,06:39:00
1,06:47:00
2,06:55:00
013,07:03:00
3,07:11:00
4,07:19:00
014,07:27:00
5,07:35:00
6,07:43:00
7,07:51:00
015,07:59:00
8,08:07:00
9,08:15:00
016,08:23:00
10,08:31:00
11,08:39:00
017,08:47:00
12,08:56:00
1,09:04:00
2,09:16:00
013,09:22:00
3,09:28:00
4,09:40:00
014,09:46:00
5,09:52:00
6,10:04:00
7,10:16:00
8,10:28:00
9,10:40:00
10,10:52:00
11,11:04:00
12,11:16:00
1,11:28:00
2,11:40:00
3,11:52:00
4,12:04:00
5,12:16:00
6,12:28:00
7,12:40:00
8,12:52:00
9,13:04:00
10,13:16:00
11,13:28:00
12,13:40:00
1,13:52:00
2,14:04:00
3,14:16:00
4,14:28:00
5,14:39:00
6,14:47:00
014,14:55:00
7,15:03:00
8,15:11:00
015,15:19:00
9,15:27:00
10,15:35:00
11,15:43:00
016,15:51:00
12,15:59:00
1,16:07:00
017,16:15:00
2,16:23:00
3,16:31:00
013,16:39:00
4,16:47:00
5,16:55:00
6,17:03:00
014,17:11:00
7,17:19:00
8,17:27:00
015,17:35:00
9,17:43:00
10,17:51:00
11,17:59:00
016,18:08:00
12,18:16:00
1,18:28:00
017,18:34:00
2,18:40:00
3,18:52:00
013,18:57:00
4,19:04:00
5,19:16:00
6,19:28:00
7,19:40:00
8,19:52:00
9,20:06:00
10,20:14:00
11,20:24:00
12,20:44:00
1,20:54:00
2,21:04:00
3,21:24:00
5,21:44:00
7,22:04:00
8,22:25:00
9,22:46:00
12,23:06:00
2,23:16:00
3,23:26:00
5,23:46:00
